aid,sex,feedingInterval,name,weight,originCountry,dob,enclosureID,speciesName
4518,M,05,enrKAcNQ,31681.6,BRB,1967-3-21,4518,ABit
4519,F,20,jKma,38.9,LBY,2006-6-28,4519,ABiu
4520,F,20,gQERP,238.5,BLR,1981-2-19,4520,ABiv
4521,F,16,O,40812.5,ASM,2022-10-24,4521,ABiw
4522,F,03,uwrLwdz,4.1,TCA,1953-1-17,4522,ABix
4523,F,07,JWvOKF,79051.30,DZA,2014-4-3,4523,ABiy
4524,F,05,zFfHMYW,300.2,CYM,2013-7-22,4524,ABiz
4525,F,01,rAHUQqpP,24.4,DZA,1968-12-5,4525,ABjA
4526,F,16,XL,7243.2,IRN,2008-8-8,4526,ABjB
4527,M,14,rcQoa,356255.4,CCK,1981-10-20,4527,ABjC
4528,F,05,BIwpP,5.8,SPM,1974-9-15,4528,ABjD
4529,M,04,gKH,53.6,BMU,2003-11-1,4529,ABjE
4530,F,12,rkiR,8105.62,ALA,1962-12-5,4530,ABjF
4531,F,09,aL,49902.49,GNB,1946-3-8,4531,ABjG
4532,F,23,L,947702.89,BDI,1950-7-22,4532,ABjH
4533,M,14,D,8894.7,STP,1963-7-4,4533,ABjI
4534,M,04,uj,93426883.6,PRT,1981-3-20,4534,ABjJ
4535,M,02,pjx,597600.8,CCK,2008-1-22,4535,ABjK
4536,M,21,XO,78465036.35,ZAF,1948-7-15,4536,ABjL
4537,M,03,eYeNVfX,9367971.7,FRA,1982-12-27,4537,ABjM
4538,M,10,aR,69222427.10,AIA,2012-9-7,4538,ABjN
4539,F,11,asjh,3.8,GBR,1951-9-3,4539,ABjO
4540,F,15,LFq,3.9,FLK,1925-2-27,4540,ABjP
4541,M,05,oGuhulh,354188.80,MSR,1940-6-17,4541,ABjQ
4542,F,18,Kb,37.85,COG,1958-2-24,4542,ABjR
4543,M,22,oGxtBKH,1.2,LIE,1998-4-2,4543,ABjS
4544,F,21,fjDElY,27192954.67,IMN,2023-2-4,4544,ABjT
4545,M,07,kmWexBpt,327.63,VAT,1979-9-18,4545,ABjU
4546,M,13,kRz,4383.9,KAZ,1933-10-17,4546,ABjV
4547,M,02,Hrf,60.86,UZB,2022-12-26,4547,ABjW
4548,F,19,MXiNwIus,49442.99,TCD,1937-5-4,4548,ABjX
4549,M,12,ng,4889.4,VIR,1998-3-21,4549,ABjY
4550,F,01,aVr,43.99,GLP,1942-5-15,4550,ABjZ
4551,F,20,VjtPyAN,7.5,MSR,1937-2-3,4551,ABja
4552,F,09,BsEO,4231.6,COL,2020-10-3,4552,ABjb
4553,F,09,CaBvyiO,21430.3,HRV,2024-5-25,4553,ABjc
4554,F,09,YPKpfx,47.2,URY,1972-8-12,4554,ABjd
4555,F,10,kG,941.59,GEO,1948-11-27,4555,ABje
4556,F,23,PvJ,82441989.29,COL,1969-7-2,4556,ABjf
4557,M,12,YEa,702454.4,NLD,1950-5-5,4557,ABjg
4558,F,10,UVMi,2944719.6,CIV,1979-3-4,4558,ABjh
4559,M,14,HIjQUCxW,4375894.54,EST,1940-8-12,4559,ABji
4560,F,15,oIw,305.72,AUT,1997-6-2,4560,ABjj
4561,F,05,oO,97139878.46,IND,1999-8-16,4561,ABjk
4562,M,19,W,615416.94,YEM,1934-4-18,4562,ABjl
4563,M,19,SjfvPF,9644.40,FLK,1941-1-2,4563,ABjm
4564,M,15,pjhkLH,22044193.35,KNA,1952-5-4,4564,ABjn
4565,F,17,IJlKk,6.76,GHA,1993-9-12,4565,ABjo
4566,M,02,UEd,92.85,DNK,1930-1-11,4566,ABjp
4567,F,14,qwMv,6415.51,MYT,1950-6-5,4567,ABjq
4568,M,23,hfF,65257.1,TUN,1989-8-27,4568,ABjr
4569,M,19,WZWENXKb,46680968.9,IRL,2001-9-22,4569,ABjs
4570,M,21,IrHvcVe,46656.56,MAC,1945-5-21,4570,ABjt
4571,M,17,VwZmjI,514490.66,MNP,2003-4-25,4571,ABju
4572,M,06,LHCHx,28588.26,LAO,2015-8-18,4572,ABjv
4573,M,12,crnCG,49540.4,JAM,1976-4-17,4573,ABjw
4574,M,12,ARvxFzkf,588512.80,LIE,1930-7-25,4574,ABjx
4575,F,13,dX,1847203.69,GMB,2013-1-8,4575,ABjy
4576,F,01,uplsFMf,737.57,GGY,1936-5-25,4576,ABjz
4577,F,22,IHqParb,418693.59,HKG,1948-2-1,4577,ABkA
4578,F,12,okq,500637.5,CUW,2001-11-23,4578,ABkB
4579,F,01,RQbAkAnP,2.58,AZE,1968-7-21,4579,ABkC
4580,M,05,ClN,3526.38,BDI,1959-11-19,4580,ABkD
4581,M,16,qlJK,14.6,SLB,1963-4-28,4581,ABkE
4582,F,23,kw,3879144.47,SYR,1928-8-8,4582,ABkF
4583,M,12,rzZ,6349.62,GNQ,1942-1-21,4583,ABkG
4584,F,21,vYZt,251452.69,MUS,1941-8-14,4584,ABkH
4585,M,15,AxobgfMh,4678.6,MYT,1986-8-6,4585,ABkI
4586,M,10,LSKJnv,76793140.6,TGO,1955-8-8,4586,ABkJ
4587,F,14,wusuFY,58020359.5,PRK,2001-7-16,4587,ABkK
4588,M,10,Z,81.9,SRB,2002-9-10,4588,ABkL
4589,F,03,emFnf,806437.84,REU,1946-10-9,4589,ABkM
4590,M,16,w,397.38,URY,2005-6-12,4590,ABkN
4591,F,23,SgJbY,8.2,ZMB,2004-8-5,4591,ABkO
4592,F,07,pxT,2133255.79,RWA,1995-11-6,4592,ABkP
4593,F,23,By,22840.9,VEN,2021-12-20,4593,ABkQ
4594,M,23,C,39768.54,MAR,1991-10-21,4594,ABkR
4595,F,13,vA,846959.5,DNK,1997-4-18,4595,ABkS
4596,M,21,eA,57516598.91,IOT,1950-9-24,4596,ABkT
4597,M,20,XgNuoe,917413.18,DEU,1979-5-9,4597,ABkU
4598,M,09,uyDx,3187205.41,TWN,1928-9-22,4598,ABkV
4599,M,06,S,25682477.27,LBR,1930-10-14,4599,ABkW
4600,F,16,vSQa,53188.74,GLP,2003-1-18,4600,ABkX
4601,M,03,inhyHrU,47229.71,PLW,1964-10-19,4601,ABkY
4602,M,20,rQx,580716.80,GNQ,2003-2-18,4602,ABkZ
4603,F,05,PX,8322.6,AIA,1963-2-28,4603,ABka
4604,M,23,q,15888404.32,CZE,1934-11-23,4604,ABkb
4605,M,06,JaPk,704254.8,BES,1945-8-18,4605,ABkc
4606,F,16,WfwSvUxk,763250.6,ARG,2023-12-9,4606,ABkd
4607,F,12,NlhtSaN,4748.4,TWN,1949-1-25,4607,ABke
4608,F,15,R,6183.41,IRN,1989-8-19,4608,ABkf
4609,F,11,DDBRN,46.4,PRT,2000-9-22,4609,ABkg
4610,M,11,xTXFf,68219311.24,BIH,2016-7-28,4610,ABkh
4611,M,18,IBa,48.13,ERI,1958-6-8,4611,ABki
4612,F,05,RiRW,5.85,SWZ,1982-2-6,4612,ABkj
4613,F,05,CpPBZIhU,160383.7,MWI,1952-4-11,4613,ABkk
4614,F,07,nCyDMaz,910.5,GIN,2009-8-10,4614,ABkl
4615,F,10,SUVTmd,7.7,MNG,2017-11-11,4615,ABkm
4616,M,02,SDKUs,225.2,CHE,2013-2-15,4616,ABkn
4617,M,07,DRr,58.13,BEN,1999-7-9,4617,ABko
4618,F,20,hyFzWdv,1.17,LBR,1926-5-25,4618,ABkp
4619,M,09,bO,61699485.5,TZA,1982-1-7,4619,ABkq
4620,F,12,BsMFcjm,959.5,NFK,1946-5-8,4620,ABkr
4621,F,11,uBD,1632824.8,MDA,1944-2-23,4621,ABks
4622,F,11,OcQ,2601.9,NPL,1930-3-20,4622,ABkt
4623,F,07,QfZuMZ,8403345.4,ATG,1943-5-28,4623,ABku
4624,F,23,myTOxD,60300.1,VUT,2010-10-28,4624,ABkv
4625,F,15,ozokYjHv,6.4,GUY,2009-7-17,4625,ABkw
4626,F,06,MPlhRn,3.1,BWA,1965-2-12,4626,ABkx
4627,M,03,w,430337.8,MEX,2021-4-26,4627,ABky
4628,M,19,rAAR,2.6,OMN,2019-1-26,4628,ABkz
4629,F,02,YpmCyPae,7719254.59,SVK,1965-3-3,4629,ABlA
4630,F,04,QOiL,90.96,SWZ,2012-5-16,4630,ABlB
4631,M,16,OxuA,16808.73,TUR,1965-5-7,4631,ABlC
4632,F,01,Vk,11904210.1,LBY,2021-3-7,4632,ABlD
4633,M,08,w,5.24,LAO,1935-5-15,4633,ABlE
4634,F,06,LfKjP,908482.3,ERI,1934-11-10,4634,ABlF
4635,F,01,bwIRcw,596.3,MWI,1983-6-28,4635,ABlG
4636,F,22,ImnTp,6884678.3,CHE,1957-7-21,4636,ABlH
4637,F,08,TBu,4083.6,MSR,1987-1-7,4637,ABlI
4638,M,23,aBvVYNoc,560078.3,FRA,2015-3-24,4638,ABlJ
4639,F,02,lytQNU,136202.48,JOR,1926-9-23,4639,ABlK
4640,F,16,fXWM,5.1,CHN,1975-11-23,4640,ABlL
4641,F,14,floGf,838.8,IOT,1988-12-13,4641,ABlM
4642,F,18,ofUb,79369568.9,BHS,1927-4-16,4642,ABlN
4643,F,04,t,11768.3,ESP,1967-5-28,4643,ABlO
4644,M,04,LeoZd,7.15,FRA,1977-3-8,4644,ABlP
4645,M,16,eAKTc,97137.5,IOT,2010-5-3,4645,ABlQ
4646,F,02,DiBtlF,76498.86,SVN,1985-12-26,4646,ABlR
4647,F,11,Am,2.59,BOL,1969-5-17,4647,ABlS
4648,M,18,Ptx,55848.4,BGD,2021-10-17,4648,ABlT
4649,M,09,JdrVzBP,4.65,SPM,1992-1-17,4649,ABlU
4650,M,07,koPCwtpr,9891.6,ECU,1951-2-5,4650,ABlV
4651,F,17,pnZkJJ,8374858.29,SWZ,1983-8-2,4651,ABlW
4652,F,15,wlYsbYFE,6300.3,MOZ,1935-11-13,4652,ABlX
4653,F,01,FhR,44099183.96,AUS,1930-10-13,4653,ABlY
4654,F,12,PVl,957576.9,TCD,1999-1-1,4654,ABlZ
4655,M,11,AFS,2661456.56,BRA,1956-5-22,4655,ABla
4656,F,10,d,19405785.26,ESP,1988-12-16,4656,ABlb
4657,M,11,JSGLIyqN,3.9,GLP,1944-10-25,4657,ABlc
4658,F,22,bdWTx,810.66,PHL,1988-10-22,4658,ABld
4659,M,12,LtsPJNq,735.31,BLR,1952-8-26,4659,ABle
4660,M,10,s,56528.5,MNP,1927-8-18,4660,ABlf
4661,M,05,QVfb,9606.85,PRK,1960-6-19,4661,ABlg
4662,F,13,RsUPX,8035321.4,AIA,2019-5-23,4662,ABlh
4663,F,15,EJNk,14722901.7,VNM,1987-3-4,4663,ABli
4664,M,01,jVquEMin,748492.5,ZMB,2017-2-15,4664,ABlj
4665,F,15,OCEJgu,2129.1,LKA,2008-5-22,4665,ABlk
4666,F,09,skLQOTp,90465479.57,BMU,1962-1-24,4666,ABll
4667,F,02,gVO,96.9,ALA,2016-12-4,4667,ABlm
4668,F,17,Y,325.8,DZA,1968-10-25,4668,ABln
4669,F,02,hkgX,67.35,TON,1991-12-20,4669,ABlo
4670,F,12,ZOHpE,39720.36,ARM,1997-11-11,4670,ABlp
4671,M,11,noM,54884430.63,TWN,2005-5-18,4671,ABlq
4672,F,06,jSYnPUUy,60390.18,SJM,1986-6-7,4672,ABlr
4673,F,12,LywYb,8466.49,GBR,1942-7-27,4673,ABls
4674,M,10,GauX,6400142.7,NAM,1929-11-26,4674,ABlt
4675,M,22,Gf,86.1,IRL,1928-10-15,4675,ABlu
4676,F,23,lqeR,959.5,SLV,2002-10-16,4676,ABlv
4677,M,02,r,35750.94,FJI,1962-6-6,4677,ABlw
4678,F,18,pRItjPpY,21270.64,BVT,1995-10-8,4678,ABlx
4679,M,06,K,881.90,PRI,1974-1-13,4679,ABly
4680,F,15,FAFYOY,177652.98,BLM,1979-7-6,4680,ABlz
4681,M,22,KtjQV,7.96,MNP,1970-3-24,4681,ABmA
4682,M,18,booMRk,2.1,ECU,1984-6-27,4682,ABmB
4683,M,12,QDrzlTEV,214111.8,VAT,1946-10-10,4683,ABmC
4684,F,18,Uo,113.35,WLF,1951-1-21,4684,ABmD
4685,M,09,NQxqCaz,39.18,CHL,1937-5-25,4685,ABmE
4686,F,03,Lvq,7517676.51,NGA,1967-10-28,4686,ABmF
4687,M,12,yVC,1331.8,GHA,1939-10-17,4687,ABmG
4688,F,12,uuGgse,98589582.3,UKR,1974-10-21,4688,ABmH
4689,M,20,UIbSVHn,4372.10,TWN,2022-5-19,4689,ABmI
4690,F,20,nliNKh,61.6,ECU,2004-4-14,4690,ABmJ
4691,M,11,nuob,17776470.10,TON,2014-7-9,4691,ABmK
4692,M,06,z,4.6,ABW,2021-2-1,4692,ABmL
4693,M,08,EyrXpPKt,1567.30,COG,1992-3-15,4693,ABmM
4694,M,11,yRjugC,29.24,HRV,1954-11-3,4694,ABmN
4695,M,06,jY,777.1,ASM,1992-10-6,4695,ABmO
4696,F,16,ZS,93580.96,BEN,1958-3-24,4696,ABmP
4697,M,09,okJtv,3142.56,NCL,1933-6-27,4697,ABmQ
4698,F,08,Ydl,447.41,ESH,1929-4-24,4698,ABmR
4699,F,08,UjLJe,7756.99,TJK,1941-3-7,4699,ABmS
4700,M,16,zpGbQ,245040.1,FJI,1995-12-19,4700,ABmT
4701,M,07,aJqWmtVI,371.2,LTU,1950-7-10,4701,ABmU
4702,M,19,cQtPPoJf,9138.3,MCO,2004-4-28,4702,ABmV
4703,F,18,mt,142144.63,IRQ,2013-5-20,4703,ABmW
4704,M,15,u,18285.2,ASM,2011-3-26,4704,ABmX
4705,F,22,DLnMs,79450.1,LBN,1927-7-9,4705,ABmY
4706,F,12,LY,9133.60,PRI,1969-12-28,4706,ABmZ
4707,M,14,h,6042949.92,CHN,1989-12-15,4707,ABma
4708,F,01,UVpB,2357.1,ABW,2003-8-21,4708,ABmb
4709,M,07,Cd,70982.59,NOR,2024-7-27,4709,ABmc
4710,M,14,RZjM,822.1,ASM,2004-1-23,4710,ABmd
4711,M,21,aGnWT,3989215.3,ASM,1986-7-7,4711,ABme
4712,M,04,gUvLw,282.83,IRN,2006-12-28,4712,ABmf
4713,M,08,VUXH,646696.67,TWN,2007-12-7,4713,ABmg
4714,F,18,vlauzfCa,7.43,VAT,1937-7-23,4714,ABmh
4715,F,17,qiqecG,5505.84,SDN,1947-2-8,4715,ABmi
4716,M,22,ySXJZ,1287.68,KHM,1976-11-5,4716,ABmj
4717,F,09,aTTyuNNe,18560334.9,TKM,2021-3-2,4717,ABmk
4718,F,20,lQ,244670.8,VIR,2024-4-20,4718,ABml
4719,F,17,M,9.70,SWE,1944-6-27,4719,ABmm
4720,M,09,rVmWpQ,57584.9,POL,1938-4-18,4720,ABmn
4721,F,22,FIbvUK,7.8,FJI,2016-3-25,4721,ABmo
4722,F,13,K,48923705.9,ABW,1952-6-3,4722,ABmp
4723,F,22,QZVghHI,735.27,AUT,1940-12-22,4723,ABmq
4724,M,14,CoOdG,457506.30,SLV,1968-8-21,4724,ABmr
4725,F,13,QwabVx,7.75,COK,1933-1-25,4725,ABms
4726,F,11,BvrlnR,6813.3,BGR,1926-2-7,4726,ABmt
4727,M,10,iay,80754.3,AZE,1925-4-7,4727,ABmu
4728,F,18,dNSNLSbU,49.3,TTO,2010-5-15,4728,ABmv
4729,M,20,FzfpXtSd,9011.4,PAK,1961-5-19,4729,ABmw
4730,F,04,ZSdv,9.2,URY,1959-10-5,4730,ABmx
4731,F,12,IiLs,98.84,HMD,1970-11-11,4731,ABmy
4732,F,06,OuFWePvX,3248.8,MLI,2006-11-22,4732,ABmz
4733,M,03,xh,9771596.85,NFK,2018-4-23,4733,ABnA
4734,F,23,OpWoN,88501402.7,AGO,1945-5-28,4734,ABnB
4735,F,03,wrszjzCI,753973.5,ALB,1966-12-24,4735,ABnC
4736,M,05,HXM,8564.14,JPN,1978-1-18,4736,ABnD
4737,M,10,aSKY,44759583.49,ARG,2011-11-16,4737,ABnE
4738,M,11,KWM,18.7,BGD,1940-7-5,4738,ABnF
4739,M,02,CUKsJXTn,4576140.64,MKD,2004-4-15,4739,ABnG
4740,M,14,xhSA,6838.6,SLE,1981-7-20,4740,ABnH
4741,M,03,mxSCpS,2.31,NAM,1941-9-16,4741,ABnI
4742,M,15,ldDBIwd,827244.71,NOR,1972-9-15,4742,ABnJ
4743,F,08,ZXsh,23.2,BMU,1929-1-27,4743,ABnK
4744,M,02,WvbmGMTl,27.9,ISL,1964-5-16,4744,ABnL
4745,F,18,BOFeoOkq,66.8,GUY,1988-1-8,4745,ABnM
4746,M,19,dSQMe,8836.5,BGR,1986-8-3,4746,ABnN
4747,M,13,XXv,905650.53,DMA,2015-4-13,4747,ABnO
4748,M,20,iVZBPx,79964.2,JEY,1979-1-7,4748,ABnP
4749,M,18,qQ,5.8,TUV,2013-7-19,4749,ABnQ
4750,M,19,a,724.34,JOR,2001-2-19,4750,ABnR
4751,M,16,tr,2.5,COL,1971-6-19,4751,ABnS
4752,F,04,GWihGL,69249.3,TON,1993-1-28,4752,ABnT
4753,F,17,mazH,164.6,ARG,1941-9-16,4753,ABnU
4754,M,09,vnVV,65888727.8,OMN,1995-5-14,4754,ABnV
4755,M,21,kCp,1.35,LAO,2010-3-21,4755,ABnW
4756,F,10,MA,47998479.98,KAZ,2015-3-12,4756,ABnX
4757,F,12,wAzvZ,9167.1,GNB,2015-5-1,4757,ABnY
4758,M,06,No,2794.32,GIN,1991-7-18,4758,ABnZ
4759,F,13,u,1364.69,KWT,1930-12-5,4759,ABna
4760,F,05,sDWOrM,5676.25,TJK,1932-3-13,4760,ABnb
4761,M,19,D,617470.6,AUS,1950-1-23,4761,ABnc
4762,F,10,ggPVmb,82661532.7,ISR,2008-4-6,4762,ABnd
4763,M,05,MRzV,275.11,GIN,1969-7-2,4763,ABne
4764,F,22,FNBsi,594078.1,PLW,1936-5-14,4764,ABnf
4765,F,01,NK,8208.27,TCD,2020-12-14,4765,ABng
4766,F,07,Iyq,40464.9,NPL,1964-6-16,4766,ABnh
4767,F,14,RupKwAE,93661128.60,VGB,1926-3-27,4767,ABni
4768,F,05,AAEyPM,201972.77,TZA,2002-12-11,4768,ABnj
4769,F,10,MRCA,48.78,POL,1930-5-25,4769,ABnk
4770,M,18,xine,468.5,GBR,1994-10-20,4770,ABnl
4771,F,18,Tab,9620.6,GTM,1930-7-21,4771,ABnm
4772,M,15,FEe,83445608.3,TUV,2001-3-7,4772,ABnn
4773,F,04,Lj,17.57,TKL,2004-6-14,4773,ABno
4774,F,04,NU,2497092.5,USA,1998-4-11,4774,ABnp
4775,F,11,uJT,45019385.64,ARG,2018-4-20,4775,ABnq
4776,F,11,U,72334.5,QAT,1980-3-14,4776,ABnr
4777,F,15,Qtjle,6694593.79,SXM,2022-2-1,4777,ABns
4778,M,08,uWu,40401.85,FRA,1942-6-6,4778,ABnt
4779,F,23,LXENPb,90744174.6,TKL,2020-9-8,4779,ABnu
4780,M,15,BXbTExYf,307.63,GEO,2005-7-19,4780,ABnv
4781,M,21,q,83.28,LTU,2007-7-19,4781,ABnw
4782,M,08,QVywFX,9001997.8,DJI,1961-2-23,4782,ABnx
4783,M,01,YOk,9802571.4,TCA,1984-1-7,4783,ABny
4784,M,21,Rtcy,678239.56,BHS,1965-7-9,4784,ABnz
4785,M,02,qCOpAEG,96.2,DJI,2002-8-27,4785,ABoA
4786,F,14,czkIj,59.4,URY,1945-11-10,4786,ABoB
4787,M,05,FV,3830.7,BLM,1973-7-22,4787,ABoC
4788,M,06,vBYN,97.9,COM,1934-5-20,4788,ABoD
4789,F,09,tJOjutP,51138237.1,HKG,2012-9-4,4789,ABoE
4790,M,01,teZHc,5882.4,HKG,1947-8-19,4790,ABoF
4791,F,03,asqOF,369382.1,BHR,2009-11-25,4791,ABoG
4792,F,09,ayx,4240.71,BWA,1983-8-22,4792,ABoH
4793,M,09,QcPEtXP,7.9,STP,2006-12-20,4793,ABoI
4794,F,11,lge,2.9,LKA,2023-1-10,4794,ABoJ
4795,M,07,mhV,67561.50,JAM,1930-6-16,4795,ABoK
4796,F,14,Qq,2725.5,BOL,1954-12-26,4796,ABoL
4797,F,09,hMj,907032.4,MSR,1987-1-18,4797,ABoM
4798,F,20,IQJ,20777883.2,MRT,2002-7-28,4798,ABoN
4799,F,06,tL,508.31,NGA,1984-3-7,4799,ABoO
4800,M,22,ZaJVSyh,679.62,BGD,1942-3-17,4800,ABoP
4801,F,23,RQKBxJj,7308.26,KEN,1988-8-7,4801,ABoQ
4802,M,15,OLxjN,27252688.53,NIC,1977-4-27,4802,ABoR
4803,F,12,TeyBl,72.6,LBY,1929-9-10,4803,ABoS
4804,F,18,Z,8571.86,GUF,1960-11-25,4804,ABoT
4805,M,06,YRL,53.58,BFA,2003-5-14,4805,ABoU
4806,M,22,qwPuhjh,5521.6,MRT,1987-4-11,4806,ABoV
4807,F,13,xB,80700589.3,KWT,1928-8-26,4807,ABoW
4808,M,15,O,241.2,ITA,2004-5-14,4808,ABoX
4809,M,18,BrnH,85110404.95,CHN,2002-12-7,4809,ABoY
4810,F,12,j,57547406.3,LCA,1990-2-15,4810,ABoZ
4811,F,21,cFLcUE,1084898.4,VEN,1968-2-24,4811,ABoa
4812,F,11,juL,44314.36,MDG,2021-6-3,4812,ABob
4813,M,02,rPGdj,959.6,PHL,2015-12-19,4813,ABoc
4814,M,04,DlBrYTH,21217.37,CRI,1973-12-12,4814,ABod
4815,M,06,f,772.3,CYP,2024-2-5,4815,ABoe
4816,F,22,LsZbU,689108.13,VCT,1993-4-8,4816,ABof
4817,M,04,FHesEO,6.77,SOM,1938-1-28,4817,ABog
4818,F,22,eon,30632495.41,MTQ,2006-2-23,4818,ABoh
4819,F,11,jfvb,770668.2,BVT,1986-7-21,4819,ABoi
4820,M,03,bIDzc,6409510.3,LUX,1937-9-7,4820,ABoj
4821,M,04,Ja,9.8,VIR,2002-4-9,4821,ABok
4822,M,01,OBaIgfCv,79854.2,VGB,1933-8-12,4822,ABol
4823,F,21,lJslXe,5744.53,MLI,1949-11-20,4823,ABom
4824,M,14,QcZWx,70686.79,GRD,1968-12-6,4824,ABon
4825,F,09,ZsvX,3.3,NRU,1984-9-26,4825,ABoo
4826,F,05,Gf,512515.82,ROU,2015-2-6,4826,ABop
4827,F,15,zoJ,5.3,CRI,1962-11-10,4827,ABoq
4828,M,21,mnbTPlE,538.50,BLZ,1984-7-17,4828,ABor
4829,M,11,cguEdoBD,8.3,PRY,2007-1-2,4829,ABos
4830,F,16,s,884.51,KHM,1958-10-16,4830,ABot
4831,M,03,THEt,256528.72,SLV,2006-9-16,4831,ABou
4832,F,09,PzkQQxs,39.2,WSM,1992-7-5,4832,ABov
4833,M,14,WQjDUjos,6.3,SLE,2022-5-13,4833,ABow
4834,M,01,ecOPUY,141.2,GIN,1932-12-7,4834,ABox
4835,M,20,GBvkR,23.44,LVA,1933-3-2,4835,ABoy
4836,M,19,p,1335.71,GAB,1959-3-5,4836,ABoz
4837,F,18,Zkf,5804905.40,NIU,1931-5-19,4837,ABpA
4838,F,18,G,22.2,UKR,1958-8-1,4838,ABpB
4839,M,14,XFBuE,152.77,PNG,1967-8-25,4839,ABpC
4840,F,17,aYlcePO,137143.1,JOR,1949-9-10,4840,ABpD
4841,F,14,mziAhdF,15.2,ITA,1978-10-25,4841,ABpE
4842,F,07,LJPF,630693.42,LBR,2004-9-4,4842,ABpF
4843,F,21,p,9.17,MMR,1998-2-15,4843,ABpG
4844,F,08,bSL,78798.38,NPL,1946-8-8,4844,ABpH
4845,F,02,qgMyYJd,2805683.7,NCL,1990-5-25,4845,ABpI
4846,F,22,Kg,7.22,TTO,1970-7-1,4846,ABpJ
4847,F,12,qYKRYVKr,5.2,HND,1957-5-7,4847,ABpK
4848,F,02,hn,3250295.2,SGS,1962-5-1,4848,ABpL
4849,F,02,Wmnch,9136.14,SGS,1970-7-21,4849,ABpM
4850,F,07,PZDPpvt,7.5,FIN,1946-5-25,4850,ABpN
4851,M,19,Xz,9529.22,PYF,1966-6-10,4851,ABpO
4852,M,23,tIHxzRp,65603.8,HMD,1930-3-21,4852,ABpP
4853,F,13,GesafoFg,15930.4,VUT,1938-7-1,4853,ABpQ
4854,M,05,uDpOWe,610037.58,HND,1966-2-2,4854,ABpR
4855,M,19,YrsvmZZ,6519931.98,CCK,1965-4-7,4855,ABpS
4856,F,22,LAw,376.37,REU,2000-7-14,4856,ABpT
4857,F,10,BMaD,3.15,PLW,1953-12-25,4857,ABpU
4858,F,06,hPk,91390958.2,TKL,1953-6-9,4858,ABpV
4859,M,03,Z,82.8,TUN,2007-9-19,4859,ABpW
4860,F,04,PwJiQGlM,4.3,BOL,1976-5-24,4860,ABpX
4861,F,16,nYe,7194759.8,MYS,2024-8-20,4861,ABpY
4862,F,20,J,26910.7,ERI,1943-10-26,4862,ABpZ
4863,M,16,RTWxq,30441.4,ESP,1984-4-8,4863,ABpa
4864,F,03,kvh,38334821.77,SVN,2011-8-26,4864,ABpb
4865,M,09,RQXWxNA,94.6,ITA,1945-6-7,4865,ABpc
4866,F,18,veXW,63.8,FLK,2013-5-24,4866,ABpd
4867,M,15,uWp,8.8,VIR,1946-6-17,4867,ABpe
4868,M,21,LUPtNxlp,866.57,MRT,1929-11-26,4868,ABpf
4869,M,18,hMYh,9295981.72,SGP,1936-9-13,4869,ABpg
4870,M,14,jfLBS,38982.3,KGZ,1951-7-1,4870,ABph
4871,M,07,TzjwTqL,99816095.92,THA,2019-6-27,4871,ABpi
4872,F,16,Xpsk,99579.71,BOL,1966-11-27,4872,ABpj
4873,M,20,HBFo,44518.49,ATG,1962-3-28,4873,ABpk
4874,F,06,dtHFyc,9.6,PYF,1970-1-24,4874,ABpl
4875,F,02,CpBFEcM,3.2,NER,1933-5-25,4875,ABpm
4876,M,22,vN,5.51,MTQ,1961-10-21,4876,ABpn
4877,M,15,a,824474.47,BLZ,1925-5-12,4877,ABpo
4878,M,03,fps,26738293.4,GNQ,1934-2-17,4878,ABpp
4879,F,05,wCu,5.53,AND,2005-10-3,4879,ABpq
4880,F,05,qQ,6.3,GIB,2017-11-5,4880,ABpr
4881,M,02,rwnzCwo,2.90,BMU,1989-8-7,4881,ABps
4882,M,20,mtz,22579975.51,STP,1953-9-1,4882,ABpt
4883,F,18,eD,84782.2,CHL,1956-1-1,4883,ABpu
4884,M,12,Iwhrz,51.9,GEO,1962-9-10,4884,ABpv
4885,F,11,gRB,8489.8,MRT,2004-7-13,4885,ABpw
4886,F,07,AZ,31.5,THA,2013-5-21,4886,ABpx
4887,M,05,kNKTq,844946.7,TZA,1996-3-12,4887,ABpy
4888,M,10,WDZmZ,887684.96,BTN,1967-10-6,4888,ABpz
4889,M,01,Zho,83.96,PAN,1953-7-22,4889,ABqA
4890,M,05,KNJksy,284.1,RWA,1988-6-15,4890,ABqB
4891,M,04,bqhnOE,4.36,BFA,1961-8-2,4891,ABqC
4892,M,12,vgI,22260400.5,TON,2002-10-20,4892,ABqD
4893,F,03,gxVSCTyY,3847208.9,ESH,1928-12-5,4893,ABqE
4894,M,05,R,3922785.51,TUN,2023-1-24,4894,ABqF
4895,M,14,bC,7879538.8,FRO,1943-6-2,4895,ABqG
4896,M,21,TmehkzO,75234.4,MWI,1932-5-28,4896,ABqH
4897,M,12,GkiYPc,3190.80,BWA,1991-6-24,4897,ABqI
4898,M,06,yNqArGhs,12555.72,CPV,1964-1-3,4898,ABqJ
4899,F,09,INxjcG,9350637.8,UMI,1984-11-19,4899,ABqK
4900,M,01,s,7002545.3,SUR,1949-9-5,4900,ABqL
4901,F,07,v,16746.10,SXM,1945-1-13,4901,ABqM
4902,M,18,Hu,1982.4,FIN,1991-3-7,4902,ABqN
4903,F,21,Ymwj,5348024.50,PRT,1927-11-6,4903,ABqO
